YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.CassandraClient7 -P workloads/workloadb -t -threads 70 -p measurementtype=timeseries -p recordcount=100000 -p hosts=10.71.84.101,10.71.84.102,10.71.84.103,10.71.84.104,10.71.84.105,10.71.84.106,10.71.84.107,10.71.84.108,10.71.84.109,10.71.84.110,10.71.84.111,10.71.84.112,10.71.84.113,10.71.84.114 -p operationcount=1000000 -p readproportion=0.5 -p updateproportion=0.5 -p scanproportion=0 -p insertproportion=0.0 -s
 0 sec: 0 operations; 
 10 sec: 301370 operations; 30019.92 current ops/sec; [UPDATE AverageLatency(ms)=0.2] [READ AverageLatency(ms)=0.5] 
 20 sec: 642398 operations; 34095.98 current ops/sec; [UPDATE AverageLatency(ms)=0.25] [READ AverageLatency(ms)=1.57] 
 30 sec: 971969 operations; 32953.8 current ops/sec; [UPDATE AverageLatency(ms)=0] [READ AverageLatency(ms)=0.33] 
 32 sec: 999950 operations; 11178.99 current ops/sec;   
[OVERALL], RunTime(ms), 32546.0
[OVERALL], Throughput(ops/sec), 30725.742026669945
[UPDATE], Operations, 500234
[UPDATE], AverageLatency(ms), 0.8125297360835129
[UPDATE], MinLatency(ms), 0
[UPDATE], MaxLatency(ms), 804
[UPDATE], Return=0, 500213
[UPDATE], 0, 1.1610071013557133
[UPDATE], 1000, 0.5124589029243813
[UPDATE], 2000, 0.7455625163142783
[UPDATE], 3000, 0.6795292520086001
[UPDATE], 4000, 0.8803057185751331
[UPDATE], 5000, 0.9789283564118001
[UPDATE], 6000, 0.7803385803385804
[UPDATE], 7000, 0.7935336812428768
[UPDATE], 8000, 0.8557219618154795
[UPDATE], 9000, 0.8562660151361658
[UPDATE], 10000, 0.9298138167564919
[UPDATE], 11000, 0.946881061127448
[UPDATE], 12000, 1.346049989614346
[UPDATE], 13000, 0.7763626147218581
[UPDATE], 14000, 0.6763800047382137
[UPDATE], 15000, 0.7380095601267522
[UPDATE], 16000, 0.7424144260878954
[UPDATE], 17000, 0.8031300593631948
[UPDATE], 18000, 0.7651286807326687
[UPDATE], 19000, 0.6891506252270015
[UPDATE], 20000, 0.764261744966443
[UPDATE], 21000, 0.7735815178357673
[UPDATE], 22000, 0.9850147025559828
[UPDATE], 23000, 0.9850943623031614
[UPDATE], 24000, 0.8397701530471297
[UPDATE], 25000, 0.8402125489775106
[UPDATE], 26000, 0.7728836889194769
[UPDATE], 27000, 0.7649525775856507
[UPDATE], 28000, 0.6410672169811321
[UPDATE], 29000, 0.6656465187452181
[UPDATE], 30000, 0.6232351306281267
[UPDATE], 31000, 0.546285018270402
[UPDATE], 32000, 0.42407906558849956
[READ], Operations, 499716
[READ], AverageLatency(ms), 3.259389333141224
[READ], MinLatency(ms), 0
[READ], MaxLatency(ms), 638
[READ], Return=0, 499694
[READ], 0, 7.954009117725932
[READ], 1000, 5.541814102010874
[READ], 2000, 3.7450072741700833
[READ], 3000, 3.3631259570124197
[READ], 4000, 3.8608897063832686
[READ], 5000, 3.2168602202298575
[READ], 6000, 3.273031425498865
[READ], 7000, 3.430150753768844
[READ], 8000, 3.090740428402766
[READ], 9000, 3.141149754989841
[READ], 10000, 3.5153636476273076
[READ], 11000, 3.437979337009571
[READ], 12000, 3.4630853994490356
[READ], 13000, 3.6787656506892628
[READ], 14000, 3.5105665068371517
[READ], 15000, 2.995140186915888
[READ], 16000, 2.9652350615114234
[READ], 17000, 3.011112287014499
[READ], 18000, 3.2577037339080794
[READ], 19000, 2.9753537674272885
[READ], 20000, 2.8750848608282418
[READ], 21000, 3.4306419469774743
[READ], 22000, 2.980029418420457
[READ], 23000, 3.173137019230769
[READ], 24000, 3.037374910156466
[READ], 25000, 2.853563829787234
[READ], 26000, 3.1470422535211267
[READ], 27000, 2.8008006715309612
[READ], 28000, 2.9368671828469326
[READ], 29000, 1.9511590112052006
[READ], 30000, 1.4516129032258065
[READ], 31000, 1.289182544560541
[READ], 32000, 0.6005459508644222
