YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.CassandraClient7 -P workloads/workloadb -load -threads 100 -p measurementtype=timeseries -p recordcount=75000000 -p hosts=10.71.84.101,10.71.84.102,10.71.84.103,10.71.84.104,10.71.84.105,10.71.84.106,10.71.84.107,10.71.84.108,10.71.84.109,10.71.84.110,10.71.84.111,10.71.84.112,10.71.84.113,10.71.84.114 -p operationcount=1000 -p readproportion=0.0 -p updateproportion=0.0 -p scanproportion=0 -p insertproportion=1.0 -p insertstart=53571425 -p insertcount=10714285 -s
 0 sec: 0 operations; 
 10 sec: 153226 operations; 15270.68 current ops/sec; [INSERT AverageLatency(ms)=9.5] 
 20 sec: 321192 operations; 16758.06 current ops/sec; [INSERT AverageLatency(ms)=2.43] 
 30 sec: 444526 operations; 12333.4 current ops/sec; [INSERT AverageLatency(ms)=2] 
 40 sec: 580132 operations; 13559.24 current ops/sec; [INSERT AverageLatency(ms)=1.6] 
 50 sec: 744373 operations; 16422.46 current ops/sec;  
 60 sec: 904701 operations; 16031.2 current ops/sec; [INSERT AverageLatency(ms)=3.5] 
 70 sec: 1045437 operations; 14072.19 current ops/sec;  
 80 sec: 1190223 operations; 14477.15 current ops/sec; [INSERT AverageLatency(ms)=3.5] 
 90 sec: 1324672 operations; 13444.9 current ops/sec; [INSERT AverageLatency(ms)=0.6] 
 100 sec: 1464399 operations; 13971.3 current ops/sec; [INSERT AverageLatency(ms)=1] 
 110 sec: 1610438 operations; 14603.9 current ops/sec; [INSERT AverageLatency(ms)=1.33] 
 120 sec: 1786154 operations; 17569.84 current ops/sec;  
 130 sec: 1958467 operations; 17231.3 current ops/sec;  
 140 sec: 2127223 operations; 16873.91 current ops/sec;  
 150 sec: 2293982 operations; 16674.23 current ops/sec; [INSERT AverageLatency(ms)=0] 
 160 sec: 2475870 operations; 18188.8 current ops/sec; [INSERT AverageLatency(ms)=2] 
 170 sec: 2667307 operations; 19139.87 current ops/sec; [INSERT AverageLatency(ms)=3] 
 180 sec: 2846106 operations; 17878.11 current ops/sec; [INSERT AverageLatency(ms)=1] 
 190 sec: 3021461 operations; 17535.5 current ops/sec; [INSERT AverageLatency(ms)=2] 
 200 sec: 3198264 operations; 17678.53 current ops/sec; [INSERT AverageLatency(ms)=151] 
 210 sec: 3363780 operations; 16551.6 current ops/sec; [INSERT AverageLatency(ms)=1] 
 220 sec: 3525736 operations; 16193.98 current ops/sec; [INSERT AverageLatency(ms)=2.5] 
 230 sec: 3698397 operations; 17264.37 current ops/sec; [INSERT AverageLatency(ms)=54.86] 
 240 sec: 3874810 operations; 17639.54 current ops/sec; [INSERT AverageLatency(ms)=0.67] 
 250 sec: 4063640 operations; 18881.11 current ops/sec; [INSERT AverageLatency(ms)=3.25] 
 260 sec: 4256136 operations; 19249.6 current ops/sec;  
 270 sec: 4443656 operations; 18750.12 current ops/sec; [INSERT AverageLatency(ms)=5.29] 
 280 sec: 4628791 operations; 18513.5 current ops/sec; [INSERT AverageLatency(ms)=1.75] 
 290 sec: 4829703 operations; 20089.19 current ops/sec; [INSERT AverageLatency(ms)=1] 
 300 sec: 5015807 operations; 18608.54 current ops/sec; [INSERT AverageLatency(ms)=2] 
 310 sec: 5209370 operations; 19356.3 current ops/sec; [INSERT AverageLatency(ms)=3] 
 320 sec: 5390250 operations; 18086.19 current ops/sec; [INSERT AverageLatency(ms)=1] 
 330 sec: 5573010 operations; 18276 current ops/sec;  
 340 sec: 5757682 operations; 18465.35 current ops/sec; [INSERT AverageLatency(ms)=1] 
 350 sec: 5959600 operations; 20189.78 current ops/sec; [INSERT AverageLatency(ms)=2] 
 360 sec: 6152129 operations; 19252.9 current ops/sec; [INSERT AverageLatency(ms)=1.75] 
 370 sec: 6348397 operations; 19624.84 current ops/sec; [INSERT AverageLatency(ms)=1] 
 380 sec: 6542187 operations; 19379 current ops/sec;  
 390 sec: 6712613 operations; 17040.9 current ops/sec; [INSERT AverageLatency(ms)=5.67] 
 400 sec: 6887683 operations; 17505.25 current ops/sec; [INSERT AverageLatency(ms)=2.5] 
 410 sec: 7079777 operations; 19205.56 current ops/sec; [INSERT AverageLatency(ms)=0.89] 
 420 sec: 7260217 operations; 18040.39 current ops/sec; [INSERT AverageLatency(ms)=3.18] 
 430 sec: 7448383 operations; 18814.72 current ops/sec; [INSERT AverageLatency(ms)=1] 
 440 sec: 7635873 operations; 18747.13 current ops/sec; [INSERT AverageLatency(ms)=1.85] 
 450 sec: 7782831 operations; 14692.86 current ops/sec; [INSERT AverageLatency(ms)=6.11] 
 460 sec: 7963816 operations; 18096.69 current ops/sec; [INSERT AverageLatency(ms)=0.5] 
 470 sec: 8159107 operations; 19527.15 current ops/sec; [INSERT AverageLatency(ms)=1.31] 
 480 sec: 8343921 operations; 18477.7 current ops/sec; [INSERT AverageLatency(ms)=2.53] 
 490 sec: 8521437 operations; 17748.05 current ops/sec; [INSERT AverageLatency(ms)=0.6] 
 500 sec: 8702824 operations; 18136.89 current ops/sec; [INSERT AverageLatency(ms)=1.17] 
 510 sec: 8875557 operations; 17271.57 current ops/sec;  
 520 sec: 9036871 operations; 16129.79 current ops/sec; [INSERT AverageLatency(ms)=3] 
 530 sec: 9207802 operations; 17091.39 current ops/sec;  
 540 sec: 9376722 operations; 16892 current ops/sec;  
 550 sec: 9542612 operations; 16587.34 current ops/sec; [INSERT AverageLatency(ms)=70] 
 560 sec: 9707766 operations; 16515.4 current ops/sec; [INSERT AverageLatency(ms)=3.5] 
 570 sec: 9863659 operations; 15587.74 current ops/sec; [INSERT AverageLatency(ms)=2] 
 580 sec: 9989644 operations; 12597.24 current ops/sec; [INSERT AverageLatency(ms)=1.5] 
 590 sec: 10130681 operations; 14102.29 current ops/sec; [INSERT AverageLatency(ms)=1.75] 
 600 sec: 10237053 operations; 10637.2 current ops/sec; [INSERT AverageLatency(ms)=1] 
 610 sec: 10360487 operations; 12342.17 current ops/sec; [INSERT AverageLatency(ms)=1] 
 620 sec: 10473967 operations; 11346.87 current ops/sec; [INSERT AverageLatency(ms)=0] 
 630 sec: 10589910 operations; 11593.14 current ops/sec; [INSERT AverageLatency(ms)=1.2] 
 640 sec: 10668017 operations; 7809.92 current ops/sec; [INSERT AverageLatency(ms)=1.5] 
 650 sec: 10699465 operations; 3144.49 current ops/sec; [INSERT AverageLatency(ms)=1] 
 656 sec: 10714200 operations; 2199.25 current ops/sec;  
[OVERALL], RunTime(ms), 656811.0
[OVERALL], Throughput(ops/sec), 16312.584594350581
[INSERT], Operations, 10714200
[INSERT], AverageLatency(ms), 5.187361538892311
[INSERT], MinLatency(ms), 0
[INSERT], MaxLatency(ms), 72141
[INSERT], Return=0, 10714012
[INSERT], 0, 6.626448852586543
[INSERT], 1000, 7.456721595836947
[INSERT], 2000, 3.7648597002916624
[INSERT], 3000, 5.749417947182865
[INSERT], 4000, 9.95453409942543
[INSERT], 5000, 5.776008724100327
[INSERT], 6000, 7.147266986062718
[INSERT], 7000, 4.399916753381894
[INSERT], 8000, 3.7160531775916392
[INSERT], 9000, 4.990404115348469
[INSERT], 10000, 6.917345659667816
[INSERT], 11000, 9.41443280667495
[INSERT], 12000, 5.242013986013986
[INSERT], 13000, 5.47688145597639
[INSERT], 14000, 5.564172992409109
[INSERT], 15000, 4.479906636898721
[INSERT], 16000, 5.707689104065802
[INSERT], 17000, 5.562525721676759
[INSERT], 18000, 7.012663631189527
[INSERT], 19000, 5.474582701062215
[INSERT], 20000, 5.23167780594607
[INSERT], 21000, 8.373490171311282
[INSERT], 22000, 5.646618985695708
[INSERT], 23000, 9.884245310525804
[INSERT], 24000, 7.875363523057748
[INSERT], 25000, 10.836301450642765
[INSERT], 26000, 12.11337784371909
[INSERT], 27000, 9.12754303599374
[INSERT], 28000, 10.834704830053667
[INSERT], 29000, 5.185381834613646
[INSERT], 30000, 5.905620698445068
[INSERT], 31000, 8.906871988267337
[INSERT], 32000, 4.783184027167867
[INSERT], 33000, 6.968899993424945
[INSERT], 34000, 3.735488512207185
[INSERT], 35000, 25.006122448979593
[INSERT], 36000, 4.135292614362382
[INSERT], 37000, 17.821936287226315
[INSERT], 38000, 23.885012919896642
[INSERT], 39000, 6.147260273972603
[INSERT], 40000, 4.25506432748538
[INSERT], 41000, 13.73152634766808
[INSERT], 42000, 4.597756410256411
[INSERT], 43000, 4.461915792342281
[INSERT], 44000, 4.816636079024074
[INSERT], 45000, 6.33044969215182
[INSERT], 46000, 7.442922374429224
[INSERT], 47000, 5.349821348816436
[INSERT], 48000, 4.920283197319353
[INSERT], 49000, 5.572515548498081
[INSERT], 50000, 5.8088883663511846
[INSERT], 51000, 5.326202263083451
[INSERT], 52000, 5.048423355003342
[INSERT], 53000, 6.290962671905698
[INSERT], 54000, 5.087647236484446
[INSERT], 55000, 4.751319841619006
[INSERT], 56000, 7.314178302900108
[INSERT], 57000, 4.674874930516954
[INSERT], 58000, 6.468397844194023
[INSERT], 59000, 6.862486938349007
[INSERT], 60000, 10.20367816091954
[INSERT], 61000, 8.372334838777439
[INSERT], 62000, 6.903804848112918
[INSERT], 63000, 5.597616481015691
[INSERT], 64000, 7.9581367418718365
[INSERT], 65000, 4.623456421881524
[INSERT], 66000, 5.072959212219549
[INSERT], 67000, 6.83980040706454
[INSERT], 68000, 5.312095425121827
[INSERT], 69000, 6.038590741499386
[INSERT], 70000, 5.6549972160356345
[INSERT], 71000, 6.274330372052635
[INSERT], 72000, 10.191832858499525
[INSERT], 73000, 6.789410619336478
[INSERT], 74000, 5.0130952380952385
[INSERT], 75000, 6.920787401574803
[INSERT], 76000, 5.0005147342684335
[INSERT], 77000, 5.19293854159805
[INSERT], 78000, 5.004981684981685
[INSERT], 79000, 8.474983613720777
[INSERT], 80000, 5.801955823018533
[INSERT], 81000, 6.223350253807107
[INSERT], 82000, 4.940908133904133
[INSERT], 83000, 8.986041611798788
[INSERT], 84000, 5.527356185681499
[INSERT], 85000, 4.680124223602484
[INSERT], 86000, 4.912285953777991
[INSERT], 87000, 6.342224089047569
[INSERT], 88000, 49.40506329113924
[INSERT], 89000, 11.795886456579264
[INSERT], 90000, 7.288618624069704
[INSERT], 91000, 4.085670962850644
[INSERT], 92000, 8.27367679849783
[INSERT], 93000, 8.19319925004261
[INSERT], 94000, 5.9330596779286395
[INSERT], 95000, 6.097942606032359
[INSERT], 96000, 6.7863868545756665
[INSERT], 97000, 15.305372616984402
[INSERT], 98000, 5.226786049715109
[INSERT], 99000, 6.906925664081268
[INSERT], 100000, 6.887271055253276
[INSERT], 101000, 6.591146030067236
[INSERT], 102000, 6.658962831634268
[INSERT], 103000, 5.563364361702128
[INSERT], 104000, 6.75317703024125
[INSERT], 105000, 6.5896051000531255
[INSERT], 106000, 6.176128093158661
[INSERT], 107000, 6.135903798434816
[INSERT], 108000, 8.25439932318105
[INSERT], 109000, 4.220749678567897
[INSERT], 110000, 5.245401313065594
[INSERT], 111000, 16.30517895878525
[INSERT], 112000, 27.056302477721115
[INSERT], 113000, 5.895025102692834
[INSERT], 114000, 4.51781268389842
[INSERT], 115000, 5.966109182707479
[INSERT], 116000, 5.873443983402489
[INSERT], 117000, 6.238249060584086
[INSERT], 118000, 5.389081779819454
[INSERT], 119000, 5.979751796211627
[INSERT], 120000, 4.869964019662494
[INSERT], 121000, 6.882885280809156
[INSERT], 122000, 5.995873205741627
[INSERT], 123000, 5.173526765632029
[INSERT], 124000, 7.170372391215387
[INSERT], 125000, 5.134933819195113
[INSERT], 126000, 6.027147766323024
[INSERT], 127000, 5.295724737082762
[INSERT], 128000, 5.775085324232082
[INSERT], 129000, 5.832814710042433
[INSERT], 130000, 5.22341385718078
[INSERT], 131000, 5.105430003067799
[INSERT], 132000, 4.413940389579911
[INSERT], 133000, 5.821189762508647
[INSERT], 134000, 6.595844948891544
[INSERT], 135000, 6.109715242881072
[INSERT], 136000, 5.090295579387916
[INSERT], 137000, 6.130734853199073
[INSERT], 138000, 6.479310083970043
[INSERT], 139000, 11.319215197757709
[INSERT], 140000, 5.778263695999055
[INSERT], 141000, 5.752834218741443
[INSERT], 142000, 5.069855288359225
[INSERT], 143000, 10.205310073804275
[INSERT], 144000, 5.461639973606863
[INSERT], 145000, 5.298926134082698
[INSERT], 146000, 6.036692892023874
[INSERT], 147000, 4.530784880608202
[INSERT], 148000, 8.217066774258624
[INSERT], 149000, 5.4659270136509495
[INSERT], 150000, 4.715229783584725
[INSERT], 151000, 4.897723984955155
[INSERT], 152000, 5.754699189036273
[INSERT], 153000, 6.618198874296435
[INSERT], 154000, 4.873369920950607
[INSERT], 155000, 5.564465164465164
[INSERT], 156000, 5.235436094349972
[INSERT], 157000, 4.516558675305975
[INSERT], 158000, 7.289286484156068
[INSERT], 159000, 5.48869956218199
[INSERT], 160000, 4.444100866686991
[INSERT], 161000, 4.8586801934199295
[INSERT], 162000, 5.992270113165543
[INSERT], 163000, 5.99510411136672
[INSERT], 164000, 4.440034144259497
[INSERT], 165000, 4.957506946440548
[INSERT], 166000, 5.981044392809099
[INSERT], 167000, 5.151906779661017
[INSERT], 168000, 5.660670438774421
[INSERT], 169000, 5.662361069390207
[INSERT], 170000, 5.016296517116311
[INSERT], 171000, 5.978427582767005
[INSERT], 172000, 7.151030536982146
[INSERT], 173000, 5.472100840336134
[INSERT], 174000, 4.505347225409648
[INSERT], 175000, 5.350210733352065
[INSERT], 176000, 5.856875425459497
[INSERT], 177000, 4.943746783324755
[INSERT], 178000, 6.470872894333843
[INSERT], 179000, 5.216520650813517
[INSERT], 180000, 6.130291239240655
[INSERT], 181000, 5.123001299508447
[INSERT], 182000, 6.5617414756309
[INSERT], 183000, 4.394603214570481
[INSERT], 184000, 6.895095948827292
[INSERT], 185000, 5.1764798488664985
[INSERT], 186000, 4.804551033896705
[INSERT], 187000, 8.807628378969468
[INSERT], 188000, 5.800699729928799
[INSERT], 189000, 4.709714655092807
[INSERT], 190000, 6.906542699724518
[INSERT], 191000, 4.299744126541056
[INSERT], 192000, 5.756206801216478
[INSERT], 193000, 6.402743142144638
[INSERT], 194000, 5.745001162520344
[INSERT], 195000, 5.350705088902513
[INSERT], 196000, 5.556810775581143
[INSERT], 197000, 5.590711428074448
[INSERT], 198000, 5.254671881790526
[INSERT], 199000, 6.467149637771671
[INSERT], 200000, 5.23217620564649
[INSERT], 201000, 5.118947809683505
[INSERT], 202000, 6.334409418913786
[INSERT], 203000, 5.8574110953058325
[INSERT], 204000, 6.387275154134621
[INSERT], 205000, 4.7677598605360645
[INSERT], 206000, 6.149372784292337
[INSERT], 207000, 7.010307915950839
[INSERT], 208000, 5.988700938284657
[INSERT], 209000, 7.789354044326577
[INSERT], 210000, 5.4531123217804565
[INSERT], 211000, 7.533715702991784
[INSERT], 212000, 10.812865497076023
[INSERT], 213000, 6.124462984870182
[INSERT], 214000, 5.797792787359787
[INSERT], 215000, 5.62483006144978
[INSERT], 216000, 5.788026453184824
[INSERT], 217000, 5.266934870066326
[INSERT], 218000, 5.2830824411716755
[INSERT], 219000, 5.944591711385531
[INSERT], 220000, 7.167665073702632
[INSERT], 221000, 5.757382777276826
[INSERT], 222000, 5.082445822073862
[INSERT], 223000, 5.568204746986672
[INSERT], 224000, 5.773368239424049
[INSERT], 225000, 6.928508171644795
[INSERT], 226000, 5.205497630331753
[INSERT], 227000, 4.923092470944922
[INSERT], 228000, 6.126346784447567
[INSERT], 229000, 5.864636656287931
[INSERT], 230000, 5.153233139006257
[INSERT], 231000, 6.078263942052883
[INSERT], 232000, 6.32708167065709
[INSERT], 233000, 5.681844270135834
[INSERT], 234000, 6.165944051790699
[INSERT], 235000, 4.865255435743327
[INSERT], 236000, 6.239522118178883
[INSERT], 237000, 5.6457391500904155
[INSERT], 238000, 5.887183563654152
[INSERT], 239000, 5.888048048048048
[INSERT], 240000, 4.622979915927137
[INSERT], 241000, 5.703713699665335
[INSERT], 242000, 5.720596738753325
[INSERT], 243000, 5.407808876665049
[INSERT], 244000, 4.510062421972535
[INSERT], 245000, 5.461193039750983
